,Text,Topic,Text Length,
888,"The polynomial p (x) is given with whole coefficients, and for each natural X the inequality p (x)> x is performed.We determine the sequence {BN} as follows: B1 = 1, BK+1 = P (BK) for K ≥ 1. It is known that for any natural D there is a member of the sequence {BN}, divided into d.Prove that p (x) = x + 1.",5,327,
889,"If the amount of fractions is 0, then the amount of fractions is also equal to 0. Prove it.",5,81,
890,"Three functions are written on the board: F1 (x) = x + 1/x, f2 (x) = x², f3 (x) = (x - 1) ².You can add, subtract and change these functions (including the square, to a cube, ...), multiply them to an arbitrary number, add an arbitrary number to them, as well as perform these operations with obtained expressions.In this way, get a 1/x function.
 Prove that if you erase any of the functions F1, F2, F3 from the board, then it is impossible to get 1/x.",5,455,
891,At what A and B equation X3 + AX + B = 0 have three different solutions that make up arithmetic progression?,5,113,
892,"Prove that the equation X³ + Ax² - B = 0, where A and B are material and b> 0, has one and only one positive root.",5,125,
893,"Let a, b, c - sides of the triangle, p - it
semi -perimeter, and R and R are the radii of the inscribed and described
circles, respectively.Make an equation with the coefficients depending on P, R, R, the roots of which are the numbers A, B, C.Prove equality",5,252,
894,"In which of the two equations the sum of the squares of the roots is larger
 a) 4x3 - 18x2 + 24x = 8, 4x3 - 18x2 + 24x = 9;
 b) 4x3 - 18x2 + 24x = 11, 4x3 - 18x2 + 24x = 12?",5,172,
895,"Let A, B and C - three different numbers.Solve the system
",5,60,
896,"Prove that if x1, x2, x3 is the roots of equations x³ + px + q = 0, then",5,71,
897,"What condition should the coefficients A, B, C equations X³ + AX² + BX + C should satisfy, so that its three roots make up arithmetic progression?",5,146,
898,"a) It is known that x + y = u + v, x2 + y2 = u2 + v2.
Prove that with any natural n, equality XN + Yn = un + vn is performed.",5,135,
899,"Equation with whole coefficients X4 + AX³ + bx² + CX + D = 0 has four positive roots, taking into account the multiplicity.
Find the smallest possible value of the coefficient B under these conditions.",5,191,
900,"Direct, parallel axes OX, cross the function of the function y = Ax³ + bx² + CX + D: The first - at points A, D and E, the second - at points B, C and F (see Fig.).Prove that the length of the projection of the CD arc on the axis OX is equal to the sum of the lengths of the projections of the arc AB and EF.",5,234,
901,"Let it be known that all the roots of some equation X3 + PX2 + QX + R = 0 are positive.Which
An additional condition should be satisfied with its coefficients P, Q and R so that from segments whose lengths are equal to these roots, you can make a triangle?",5,264,
902,"Find the dependence between the coefficients of the cubic equation
AX3 + BX2 + CX + D = 0, if it is known that the sum of its two roots is equal to the product of these roots.",5,165,
903,"Such actual numbers A1 ≤ A2 ≤ A3 and B1 ≤ B2 ≤ B3 are given, which
A1 + A2 + A3 = B1 + B2 + B3, A1A2 + A2A3 + A1A3 = B1B2 + B2B3 + B1B3.
Prove that if A1 ≤ B1, then A3 ≤ B3.",5,188,
904,"a, b, C> 0 and abc = 1. It is known that A + B + C> 1/A + 1/B + 1/C.Prove that exactly one of the numbers A, B, C is more than 1.",5,124,
905,"X, Y, Z positive numbers.Prove the inequality",5,55,
906,One of the roots of equation X³ - 6x² + AX - 6 = 0 equal 3. Solve the equation.,5,76,
907,"Numbers x, y, z satisfy the system
 
Prove that at least one of these numbers is equal to a.",5,100,
908,"Vasya writes on the board a square equation Ax² + bx + C = 0 with natural coefficients A, B, C.After that, Petya, if he wants, can replace one or two signs of ""+"" on "" -"".If the resulting equation is both roots, then Vasya wins, if there are no roots or at least one of them unnecessary - Petya.Can Vasya choose the coefficients of the equation so as to probably win with Petit?",5,387,
909,"Express the following expressions through elementary symmetric polynomials:

 a} (x + y) (y + z) (x + z);
 b} x3 + y3 + z3 - 3xyz;
 in} x3 + y3;
 d) (x2 + y2) (y2 + z2) (x2 + z2);
 e)
 E) X4 + Y4 + Z4.",5,231,
910,"It is known that X1, X2, X3 - roots of equations X3 - 2x2 + X + 1 = 0.
Make a new equation, the roots of which would be the numbers y1 = x2x3, y2 = x1x3, y3 = x1x2.",5,162,
911,"It is known that integer numbers a, b, C satisfy the equality a + b + C = 0. Prove that 2A4 + 2B4 + 2C4 is a square of the whole number.",5,131,
912,"Let the equation x³ + px + q = 0 have roots x1, x2 and x3.Express through P and Q the discriminant of this equation d = (x1 - x2) ² (x² - x3) ² (x3 - x1) ².",5,147,
913,"Prove that the equality of 4p³ + 27q² = 0 is a necessary and sufficient condition for the coincidence of at least two roots of the equation
x³ + px + q = 0.",5,156,
914,"On the plane, the parabola y = x² and a circle that have exactly two common points are given: a and b. It turned out that the tangent to the circle and parabole at point A coincide.Do you then also coincide the tangents to the circumference and parabola at point B?",5,244,
915,"Entire numbers a, b and c are such that the numbers a/b + b/c + c/a and a/s + s/b + b/a are also whole.Prove that | A |= | b |= | c |.",5,121,
916,"The lengths of the sides of the triangle are the roots of the cubic equation with rational coefficients.
Prove that the lengths of the triangle heights are the roots of the sixth degree equation with rational coefficients.",5,212,
917,"Are there such non -zero numbers a, b, c, that with any N> 3 you can find polynomial species pn (x) = xn + ... + Ax² + bx + c, having exactly n (not necessarily different) whole roots?",5,186,
918,"Three actual numbers are given: a, b and c.It is known that A + B + C> 0, Ab + BC + CA> 0, ABC> 0. Prove that A> 0, B> 0 and C> 0.",5,141,
919,"Prove that if A + B + C = 0, then 2 (A5 + B5 + C5) = 5ABC (A2 + B2 + C2).",5,79,
920,"It is known that A + B + C = 0, A2 + B2 + C2 = 1. Find A4 + B4 + C4.",5,74,
921,"Build polynomials, the roots of which are equal to the squares of the roots of the polynomial
x3 + x2 - 2x - 1.",5,92,
922,"e) x + y + z = 1, xy + xz + yz = –4, x3 + y3 + z3 = 1;",5,58,
923,"a) the numbers A, B, C are three of the four roots of the polynomial X4 - AX3 - BX + C.Find all such polynomials.
b) the numbers a, b, C are the roots of the polynomial X4 - AX3 - BX + C.Find all such polynomials.",5,210,
924,"Prove that if the roots of the polynomial f (x) = x³ + Ax² + bx + C form the correct triangle on the complex plane, then polynomial
F '(x) = 3x² + 2AX + B has a double root located in the center of this triangle.",5,226,
925,"Let the polynomial p (x) = xn + an - 1xn - 1 + ... + a1x + a0 have roots x1, x2, ..., xn, and | x1 |> | x2 |> ...> | xn |.In the task of 60965, a method of constructing the polynomial Q (X) degrees N was presented, the roots of which are the numbers based on this reasoning Lobachevsky invented the method for the approximate search for the roots of the polynomial p (x).It is as follows.Such a sequence of polynomials P0 (x), p1 (x), p2 (x), ... that p0 (x) = p (x) and polynomial pk (x) have roots are built
Let
Prove that",5,523,
926,"Find all the roots of the equation (z - 1) n = (z + 1) n.
What is the sum of the squares of the roots of this equation?",5,106,
927,"On the board, several given polynomials of the 37th degree are written, all the coefficients of which are non-negative.It is allowed to choose any two spaces of polynomials F and G and replace them with such two of the 37th degree of F1 and G1, which F + G = F1 + G1 or FG = F1G1.Prove that after using any final number of such operations, it cannot turn out that each polynomial on the board has 37 different positive roots.",5,438,
928,"Prove that with odd N> 1 is fair equality
",5,62,
929,"The multi -male degree n> 1 has N of different roots x1, x2, ..., xn.Its derivative has the roots Y1, Y2, ..., YN - 1.
Prove the inequality",5,139,
930,"Equation XN + A1XN -1 + ... + ANA - 1X + AN = 0 with whole non -equal coefficients has n different whole roots.
Prove that if every two roots are mutually simple, then the numbers AN - 1 and An are mutually simple.",5,206,
931,"a) Are there such natural numbers A, B, C, which of the two numbers A/B + B/C + C/A and B/A + C/B + A/C exactly one - the whole?",5,127,
932,"b) Prove that if they are both whole, then A = B = C.",5,52,
933,The coin is thrown three times.How many different sequences of eagles and sales can be obtained at the same time?,4,96,
934,Each cell of the square table 2 × 2 can be painted in black or white.How many different coloring of this table exist?,4,130,
935,"How many ways can one card in the ""Sportprognosis"" lottery?(In this lottery, it is necessary to predict the result of thirteen sports matches. The result of each match is the victory of one of the teams or a draw; the score does not play a role).",4,222,
936,In the football team (11 people) you need to choose the captain and his deputy.How many ways can this be done?,4,115,
937,On the dance floor gathered n boys and n girls.How many ways can they break into pairs to participate in the next dance?,4,126,
938,The Russian chess championship is held in one circle.How many parties are played if 18 chess players participate?,4,108,
939,"a) From the class in which 30 people study, you need to choose two schoolchildren to participate in the mathematical Olympiad.How many ways can this be done?
b) How many ways can you choose a team of three schoolchildren in the same class?",4,234,
940,How many ways can you choose 4 colors from the available 7 different ones?,4,68,
941,10 points are marked on the plane so that no three of them lie on one straight line.How many triangles with peaks at these points exist?,4,144,
942,"a) The sports club has 30 members, from which four people need to be allocated to participate in the race at 1000 meters.How many ways can this be done?
b) How many ways can you make a team of four people to participate in the relay of 100 m + 200 m + 300 m + 400 m?",4,281,
943,Is the number 1999 in the Pascal triangle?,4,50,
